Molecule ChEMBL ID,Smiles,pChEMBL Value,Assay ChEMBL ID
CHEMBL3701676,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2nc(Br)c(N3CCOCC3)cc21,7.65,CHEMBL3705734
CHEMBL3643943,COc1cccc(NCc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc4[nH]cnc34)c2)c1,7.66,CHEMBL3706341
CHEMBL5908849,C[C@H](Nc1cc2c3c(c1)nc(-c1cccnc1)n3CCCO2)C(N)=O,7.66,CHEMBL5731104
CHEMBL2165019,COc1ccc(Nc2ncc(CN3CCC(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,7.66,CHEMBL3706341
CHEMBL5415298,Nc1ncc(-c2nc(C3=CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,7.66,CHEMBL5321639
CHEMBL3649440,O=S(=O)(Nc1cc(-c2cnc3ccc(Cl)nn23)cnc1Cl)c1ccc(F)cc1,7.66,CHEMBL3705286
CHEMBL3698363,Cc1c(C2(c3ccccc3)CC2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.66,CHEMBL3705734
CHEMBL3646512,COc1ncc(Nc2ncc(F)cc2-c2nc(C)nc(N)n2)cc1F,7.66,CHEMBL3706341
CHEMBL4287799,C[C@@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2)n1,7.68,CHEMBL4276427
CHEMBL2387084,Cc1n[nH]c(-c2cn3c(n2)-c2ccc(-c4cnn(CCO)c4)cc2OCC3)n1,7.68,CHEMBL2388269
CHEMBL3649439,CN(C)S(=O)(=O)Nc1cc(-c2cnc3cc(-c4cccnc4)ccn23)cnc1Cl,7.68,CHEMBL3705286
CHEMBL5435423,Nc1ncc(-c2nc(C3CCOCC3)nc(N3CCOCC3)n2)c(C(F)F)n1,7.68,CHEMBL5321639
CHEMBL5774870,COc1ccc(CNC(=O)[C@@H]2CCCN2c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cc1,7.68,CHEMBL5731104
CHEMBL3646552,COc1ccc(Nc2ncc(C3=CCNCC3)cc2-c2nc(C)nc(N)n2)cn1,7.68,CHEMBL3706341
CHEMBL3698306,Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,7.68,CHEMBL3705734
CHEMBL3646488,COCCNC(=O)c1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,7.68,CHEMBL3706341
CHEMBL3646607,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cn1,7.68,CHEMBL3706341
CHEMBL3698308,Cc1c(-c2cc(F)ccc2F)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,7.69,CHEMBL3705734
CHEMBL2071337,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)c(C(F)(F)F)c1,7.7,CHEMBL2072997
CHEMBL3649425,Cc1nc2ccc(Br)cn2c1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1,7.7,CHEMBL3705286
CHEMBL4453300,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cn1,7.7,CHEMBL4360966
CHEMBL5417926,CS(=O)(=O)c1ccc(-n2c(=O)[nH]c3c(C(N)=O)nc(-c4cccc(O)c4)nc32)cc1,7.7,CHEMBL5327182
CHEMBL3646579,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cnc2Nc2cc(F)c3cccnc3c2)n1,7.7,CHEMBL3706341
CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,7.7,CHEMBL4276427
CHEMBL3646470,COc1ncc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,7.7,CHEMBL3706341
CHEMBL3356897,COc1cncc(-c2ccc3nc(NC(=O)NCCc4c[nH]cn4)sc3c2)c1,7.7,CHEMBL3363928
CHEMBL3649442,Cc1ccn2c(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cnc2c1,7.72,CHEMBL3705286
CHEMBL3358287,COc1cc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cnc1OC,7.72,CHEMBL3706341
CHEMBL3357863,COc1ncc(Nc2ncccc2-c2nc(C)nc(N)n2)cc1F,7.72,CHEMBL3706341
CHEMBL3646620,COc1cc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cnc1Cl,7.72,CHEMBL3706341
CHEMBL5756855,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4cncnc4c1)n3CCCO2)C1CC1,7.72,CHEMBL5731104
CHEMBL3646432,COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.72,CHEMBL3706341
CHEMBL3646598,COc1ccc(Nc2ncc(C(C)N3CC(S(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,7.72,CHEMBL3706341
CHEMBL3698368,Cc1ccnc(-c2nc3cc(F)cc(F)c3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,7.74,CHEMBL3705734
CHEMBL2171923,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,7.74,CHEMBL3705734
CHEMBL5890568,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(N1Cc4cnc(N)nc4C1)n3CCCO2)C1CC1,7.74,CHEMBL5731104
CHEMBL3646433,COC(=O)N1CCN(Cc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc4[nH]cnc34)c2)CC1,7.75,CHEMBL3706341
CHEMBL3646605,COc1cc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cnc1Cl,7.75,CHEMBL3706341
CHEMBL4284651,Nc1cc(C(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,7.75,CHEMBL4276427
CHEMBL3646459,COc1ccc(Nc2nc(OC)ncc2-c2nc(C)nc(N)n2)cn1,7.75,CHEMBL3706341
CHEMBL3649472,Cc1nc(N)cc(-c2cc([C@@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,7.75,CHEMBL3706341
CHEMBL2165049,COc1ccc(Nc2ncncc2-c2nc(C)nc(N)n2)cn1,7.75,CHEMBL3706341
CHEMBL3646587,COc1ncc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc3[nH]cnc23)cc1F,7.75,CHEMBL3706341
CHEMBL3646544,COc1ccc(Nc2ncc(C(N)c3ccc(S(=O)(=O)N(C)C)cc3)cc2-c2nc(C)nc(N)n2)cn1,7.75,CHEMBL3706341
CHEMBL3698367,Cc1c(Cc2cccc(C(F)(F)F)c2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.76,CHEMBL3705734
CHEMBL3357867,COc1ncc(Nc2ncc(C(O)C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,7.77,CHEMBL3706341
CHEMBL4084907,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,7.77,CHEMBL5225377
CHEMBL2165018,COc1ccc(Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cn1,7.77,CHEMBL3706341
CHEMBL3646499,COc1ccc(Nc2ncc(-c3ccc(OC)nc3)cc2-c2nc(C)nc(N)n2)cn1,7.77,CHEMBL3706341
CHEMBL4750095,C[C@@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)F)nc2c1C[C@@H]1COCCN21,7.77,CHEMBL4732440
CHEMBL3698361,Cc1c(Nc2ccccn2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.77,CHEMBL3705734
CHEMBL3643924,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cncnc2)n1,7.77,CHEMBL3706341
CHEMBL3649480,COc1ncc(Nc2ncc([C@@H](C)N3CCOCC3)cc2-c2cc(N)nc(C)n2)cc1F,7.77,CHEMBL3706341
CHEMBL5778757,NC(=O)c1cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)ccc1F,7.78,CHEMBL5731104
CHEMBL3701637,Cc1c(-c2cncc(S(C)(=O)=O)c2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.78,CHEMBL3705734
CHEMBL1796271,CN(C(=O)c1cc2c(s1)-c1ccccc1OCC2)c1ccccc1Cl,7.79,CHEMBL1798651
CHEMBL5745997,Cc1nc2cc(-c3nc4cc(N5CCCC5C(N)=O)cc5c4n3CCCO5)ccc2o1,7.79,CHEMBL5731104
CHEMBL3646561,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3[nH]cnc3c2)n1,7.8,CHEMBL3706341
CHEMBL2165004,COc1ccc(Nc2ncc(CN3CCC(S(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,7.8,CHEMBL3706341
CHEMBL3356892,COc1cncc(-c2ccc3nc(NC(=O)N(C)C)sc3c2)c1,7.8,CHEMBL3363928
CHEMBL3646522,COCCOc1ccc(NC(=O)Nc2ccc(Nc3ncc(Cl)cc3-c3nc(C)nc(N)n3)cn2)cc1,7.8,CHEMBL3706341
CHEMBL3646530,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cnc3c(c2)ncn3C)n1,7.8,CHEMBL3706341
CHEMBL3698296,Cc1cc(C)cc(-c2nc3cc(F)ccc3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,7.81,CHEMBL3705734
CHEMBL3358288,COc1cncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)c1,7.82,CHEMBL3706341
CHEMBL3649473,Cc1nc(N)cc(-c2cc([C@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,7.82,CHEMBL3706341
CHEMBL3649466,Cc1nc(N)nc(-c2cc([C@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,7.82,CHEMBL3706341
CHEMBL1668267,Cc1nc(N)c2cc(CN3CCOCC3)cc(C(=O)Nc3ccn[nH]3)c2n1,7.82,CHEMBL1670738
CHEMBL3649438,CN(C)S(=O)(=O)Nc1cc(-c2cnc3cc(-c4ccncc4)ccn23)cnc1Cl,7.82,CHEMBL3705286
CHEMBL4533420,C[C@H]1COC[C@H](C)N1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,7.82,CHEMBL4360966
CHEMBL2170097,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cncc(F)c2)n1,7.82,CHEMBL3706341
CHEMBL3646633,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cnc2Nc2ccc(Cl)nc2)n1,7.82,CHEMBL3706341
CHEMBL3698303,Cc1c(-c2cccc(=O)[nH]2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.83,CHEMBL3705734
CHEMBL3698290,Cc1ncccc1-c1nc2cc(F)ccc2c(N2CC3(CCOCC3)c3ccc(N4CCOCC4)cc32)c1C,7.84,CHEMBL3705734
CHEMBL3618233,COc1ncc(Nc2nc3ccccn3c2-c2nc(C)nc(N)n2)cc1F,7.85,CHEMBL3620380
CHEMBL2206917,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N3CCOCC3)c2)n1,7.85,CHEMBL3706341
CHEMBL3646559,Cc1nc(N)nc(-c2cc(-c3cnn(C)c3)cnc2Nc2cncc(F)c2)n1,7.85,CHEMBL3706341
CHEMBL2206904,COc1cnc(Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)c(-c2nc(C)nc(N)n2)c1,7.85,CHEMBL3706341
CHEMBL3646629,COc1ncc(Nc2ncc(CN3CCN(C(=O)N(C)C(C)C)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.85,CHEMBL3706341
CHEMBL4435490,C[C@H]1COCCN1c1cc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2)n1,7.86,CHEMBL4360966
CHEMBL3701663,Cc1c(-c2cc(F)cc(F)c2)nc2cnccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.87,CHEMBL3705734
CHEMBL3701681,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2nc(Br)c(N3CCOCC3)cc21,7.88,CHEMBL3705734
CHEMBL2165052,Cc1nc(N)nc(-c2cccnc2Nc2cccc(O)c2)n1,7.89,CHEMBL3706341
CHEMBL3646514,COc1ncc(Nc2ncc(C=O)cc2-c2nc(C)nc(N)n2)cc1F,7.89,CHEMBL3706341
CHEMBL3646624,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2cc(N)nc(C)n2)cc1F,7.89,CHEMBL3706341
CHEMBL1822053,O=S(=O)(Nc1cc(-c2ccc3ncsc3c2)cnc1Cl)c1ccc(F)cc1,7.89,CHEMBL1828259
CHEMBL2017647,N#Cc1c(N2CCOCC2)sc(C(N)=O)c1-c1ccc(Cl)cc1,7.89,CHEMBL2020200
CHEMBL3698362,Cc1c(-c2ccccn2)nc2cccc(F)c2c1N1CCS(=O)(=O)c2ncc(N3CCOCC3)cc21,7.89,CHEMBL3705734
CHEMBL3701660,Cc1c(-c2ccccn2)nc2ncccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,7.9,CHEMBL3705734
CHEMBL3701669,Cc1c(N2CCNCC2)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,7.91,CHEMBL3705734
CHEMBL1668274,Cc1cc(C(=O)Nc2ccc(N(C)C)nc2)c2nc(C)nc(N)c2c1,7.92,CHEMBL1670738
CHEMBL3649470,Cc1nc(N)cc(-c2cc(C(C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,7.92,CHEMBL3706341
CHEMBL3649475,Cc1nc(-c2cc(Cc3ccc(S(C)(=O)=O)cc3)cnc2Nc2ccc(N)nc2)c2nc[nH]c2n1,7.92,CHEMBL3706341
CHEMBL3701649,Cc1cc(C)cc(-c2nc3cc(F)ccc3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)c1,7.92,CHEMBL3705734
CHEMBL3646472,COc1ccc(Nc2ncc([C@@H](O)C(C)(C)C)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.92,CHEMBL3706341
CHEMBL3646471,COc1ccc(Nc2ncc(C(O)C(C)(C)C)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.92,CHEMBL3706341
CHEMBL3357875,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1C,7.92,CHEMBL3706341
CHEMBL3646585,COc1ncc(Nc2ncc(C(C)N3CCN(C(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.92,CHEMBL3706341
CHEMBL3646555,COc1ccc(Nc2ncc(-c3cncc(F)c3)cc2-c2nc(C)nc(N)n2)cn1,7.92,CHEMBL3706341
CHEMBL5757779,COc1ccc(-c2nc3cc(N[C@@H](C)C(N)=O)cc4c3n2CCCO4)cn1,7.94,CHEMBL5731104
CHEMBL5202681,C[C@@H]1CN(c2cn3c(n2)-c2ccc(N4CCC[C@H]4C(N)=O)cc2OCC3)C(=O)O1,7.94,CHEMBL5153851
CHEMBL4568077,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)cc(N2CCOCC2)n1,7.94,CHEMBL4360966
CHEMBL4280087,Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,7.94,CHEMBL4276427
CHEMBL2071329,CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Br)c2)s1,7.96,CHEMBL2072997
CHEMBL3646553,COc1ccc(Nc2ncc(-c3cn[nH]c3)cc2-c2nc(C)nc(N)n2)cn1,7.96,CHEMBL3706341
CHEMBL3646578,COc1ccc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)nc2-c2cc(N)nc(C)n2)cn1,7.96,CHEMBL3706341
CHEMBL2206905,COc1cnc(Nc2cnc(Cl)c(NS(=O)(=O)N3CCOCC3)c2)c(-c2nc(C)nc(N)n2)c1,7.96,CHEMBL3706341
CHEMBL1949921,CN(C(=O)c1cc2c(s1)-c1ccc(C#N)cc1OCC2)c1ccccc1Cl,7.96,CHEMBL1954960
CHEMBL4453693,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2)n1,7.96,CHEMBL4360966
CHEMBL1822055,Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1,7.96,CHEMBL1828259
CHEMBL2170086,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,7.96,CHEMBL3706341
CHEMBL3618245,COc1ncc(Nc2nc3ccc(C(C)(C)O)cn3c2-c2nc(C)nc(N)n2)cc1F,7.96,CHEMBL3620380
CHEMBL3643939,CCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc3[nH]cnc23)c1,7.96,CHEMBL3706341
CHEMBL3646467,COc1ccc(Nc2ncc(Cl)cc2-c2nc(C)nc3[nH]cnc23)cn1,7.96,CHEMBL3706341
CHEMBL3646572,COc1ccc(Nc2ncc(C(C)(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,7.96,CHEMBL3706341
CHEMBL3646491,COc1ncc(Nc2ncc(CN3CCN(C(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cc1F,7.96,CHEMBL3706341
CHEMBL5976466,NC(=O)c1cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)ccn1,7.99,CHEMBL5731104
CHEMBL3698298,Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,7.99,CHEMBL3705734
CHEMBL2206920,COc1ncc(Nc2ncc(Cl)cc2-c2nc(C)nc(N)n2)cc1NS(C)(=O)=O,8.0,CHEMBL3706341
CHEMBL3701665,Cc1c(-c2cc(F)cc(F)c2)nc2ncccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.0,CHEMBL3705734
CHEMBL3814933,Cn1cnc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,8.0,CHEMBL3816166
CHEMBL3649462,Cc1nc(N)nc(-c2cc(C(C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,8.0,CHEMBL3706341
CHEMBL3646487,COc1ncc(Nc2ncc(C(=O)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,8.0,CHEMBL3706341
CHEMBL3701641,Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.03,CHEMBL3705734
CHEMBL2170098,COc1cncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)c1,8.05,CHEMBL3706341
CHEMBL2165017,COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.05,CHEMBL3706341
CHEMBL3646437,COc1ccc(Nc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc4[nH]cnc34)c2)cc1,8.05,CHEMBL3706341
CHEMBL3646601,COc1ncc(Nc2ncc(C(C)CO)cc2-c2nc(C)nc(N)n2)cc1F,8.05,CHEMBL3706341
CHEMBL2170096,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,8.05,CHEMBL3706341
CHEMBL3701639,Cc1ccnc(-c2nc3cc(F)cc(F)c3c(N3CC4(CCOCC4)c4ncc(N5CCOCC5)cc43)c2C)c1,8.05,CHEMBL3705734
CHEMBL1949912,Nc1ncc(-c2nc(N3CCOCC3)c3ccsc3n2)cn1,8.05,CHEMBL1954960
CHEMBL3646628,COc1ncc(Nc2ncc(C(OC(=O)c3cccc(Cl)c3)C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1F,8.05,CHEMBL3706341
CHEMBL3643930,COc1ccc(CN(Cc2ccc(OC)cc2)c2nc(C)nc(Cl)n2)cc1.COc1ccc(CNc2nc(C)nc(Cl)n2)cc1.Cc1nc(Cl)nc(Cl)n1.Clc1nc(Cl)nc(Cl)n1,8.05,CHEMBL3706341
CHEMBL2165020,COc1ccc(Nc2ncc(CC3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.05,CHEMBL3706341
CHEMBL3646451,CC(=O)Nc1ccc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,8.05,CHEMBL3706341
CHEMBL4457600,C[C@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,8.08,CHEMBL4360966
CHEMBL3618242,COc1ccc(Nc2nc3ccc(N4CCN(C(=O)N(C)C)CC4)cn3c2-c2nc(C)nc(N)n2)cn1,8.08,CHEMBL3620380
CHEMBL5871785,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc(-c4ncsn4)cc1)n3CCCO2,8.09,CHEMBL5731104
CHEMBL5437258,Nc1ncc(-c2nc(C3=CCOCC3)nc(N3CCOCC3)n2)c(C(F)F)n1,8.09,CHEMBL5321639
CHEMBL3698356,Cc1c(CCc2ccccc2)nc2cc(F)cc(F)c2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.09,CHEMBL3705734
CHEMBL2165033,COc1ccc(Nc2ncc(-c3cnn(C)c3)cc2-c2nc(C)nc(N)n2)cn1,8.1,CHEMBL3706341
CHEMBL3646483,COc1ccc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.1,CHEMBL3706341
CHEMBL3357872,COc1ncc(Nc2ncc(C(C)(C)CO)cc2-c2nc(C)nc(N)n2)cc1F,8.1,CHEMBL3706341
CHEMBL5218581,Nc1ncc(-c2nc(N3CCOCC3)c3c(n2)N2CCOC[C@@H]2C3)cn1,8.1,CHEMBL5730841
CHEMBL3643920,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cccc(O)c2)n1,8.1,CHEMBL3706341
CHEMBL3646546,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3scnc3c2)n1,8.1,CHEMBL3706341
CHEMBL3646550,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cc(F)cc3[nH]ncc23)n1,8.1,CHEMBL3706341
CHEMBL3646636,Cc1nc(N)nc(-c2cc(C(C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,8.1,CHEMBL3706341
CHEMBL2165032,COc1ccc(Nc2ncc(-c3ccc(C)nc3)cc2-c2nc(C)nc(N)n2)cn1,8.1,CHEMBL3706341
CHEMBL2170095,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.1,CHEMBL3706341
CHEMBL5764701,Nc1nc2cc(-c3nc4cc(Br)cc5c4n3CCCO5)ccc2o1,8.11,CHEMBL5731104
CHEMBL3698302,Cc1c(-c2ccccc2S(C)(=O)=O)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,8.11,CHEMBL3705734
CHEMBL2171924,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CS(=O)(=O)C2)c2ccc(N3CCOCC3)cc21,8.11,CHEMBL3705734
CHEMBL6007535,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4nc(N)sc4c1)n3CCO2)C1CC1,8.12,CHEMBL5731104
CHEMBL5856470,COc1ncc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)cc1Cl,8.12,CHEMBL5731104
CHEMBL3701658,Cc1c(N2CCCC2=O)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,8.12,CHEMBL3705734
CHEMBL1822211,Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2o1,8.14,CHEMBL1828259
CHEMBL2206903,COc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,8.15,CHEMBL3706341
CHEMBL3649463,Cc1nc(N)nc(-c2cc([C@@H](C)N3CCOCC3)cnc2Nc2cnc(Cl)c(NS(C)(=O)=O)c2)n1,8.15,CHEMBL3706341
CHEMBL3356895,COc1cncc(-c2ccc3nc(NC(=O)NCC(=O)NCC(F)(F)F)sc3c2)c1,8.15,CHEMBL3363928
CHEMBL3646602,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F.COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@H]3C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,8.15,CHEMBL3706341
CHEMBL3646435,COc1ccc(Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)cc2-c2nc(C)nc3[nH]cnc23)cn1,8.15,CHEMBL3706341
CHEMBL1668266,Cc1cc(C(=O)Nc2ccn[nH]2)c2nc(C)nc(N)c2c1,8.15,CHEMBL1670738
CHEMBL3646482,COc1ccc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.15,CHEMBL3706341
CHEMBL3646603,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3C(F)(F)F)cc2-c2nc(C)nc(N)n2)cc1F,8.15,CHEMBL3706341
CHEMBL3646468,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3ocnc3c2)n1,8.15,CHEMBL3706341
CHEMBL3649474,COc1ncc(Nc2ncc(CN3CCN4C(CCS4(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cc1F,8.15,CHEMBL3706341
CHEMBL3646493,CNc1nc(C)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(OC)nc2)n1,8.15,CHEMBL3706341
CHEMBL3646574,COc1ccc(Nc2ncc(C3(N4CCN(S(C)(=O)=O)CC4)CC3)cc2-c2nc(C)nc(N)n2)cn1,8.15,CHEMBL3706341
