Molecule ChEMBL ID,Smiles,pChEMBL Value,Assay ChEMBL ID
CHEMBL5789652,CC[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,10.32,CHEMBL5736185
CHEMBL6007757,CO[C@@H]1CCN(c2cc3c4c(c2)nc(-c2ccc5nc(N)sc5c2)n4CCCCO3)[C@@H]1C(N)=O,10.35,CHEMBL5731104
CHEMBL5824088,C[C@@H]1Cn2c(-c3ccc4oc(N)nc4c3)nc3cc(N[C@H](C(N)=O)C4CC4)cc(c32)O1,10.35,CHEMBL5731104
CHEMBL5198796,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2,10.37,CHEMBL5153851
CHEMBL5199631,CC(C)[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.38,CHEMBL5153851
CHEMBL5916599,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2)C(N)=O,10.4,CHEMBL5736185
CHEMBL5940691,CC[C@@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5n2)n4CCCCO3)cn1,10.42,CHEMBL5731104
CHEMBL5808916,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2,10.46,CHEMBL5731104
CHEMBL4650215,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,10.47,CHEMBL5153851
CHEMBL5930321,C[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCCO2)C(N)=O,10.49,CHEMBL5731104
CHEMBL5957586,C[C@H](Nc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,10.49,CHEMBL5731104
CHEMBL5925143,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C(N)=O,10.52,CHEMBL5731104
CHEMBL5968296,C[C@@H](C(N)=O)N(C)c1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1F)n3CCCCO2,10.52,CHEMBL5731104
CHEMBL3770993,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.52,CHEMBL3774221
CHEMBL5845982,NC(=O)[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C1CC1,10.57,CHEMBL5731104
CHEMBL5855663,NC(=O)[C@@H]1CCCN1c1cc2c3c(nc(-c4ccc5oc(N)nc5c4)n3CCCO2)c1F,10.59,CHEMBL5731104
CHEMBL5208487,CC(C)n1nc(N)nc1-c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.59,CHEMBL5153851
CHEMBL5750027,Nc1nc2cc(-c3nc4c(F)c(N5CCC[C@H]5C(=O)F)cc5c4n3CCCCO5)ccc2o1,10.62,CHEMBL5731104
CHEMBL5867381,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)nnc4c1)n3CCCCO2)C(N)=O,10.62,CHEMBL5731104
CHEMBL6019298,C[C@H](Nc1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2)C(N)=O,10.64,CHEMBL5736185
CHEMBL5778370,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc(-c4ncn[nH]4)cc1F)n3CCCCO2)C(N)=O,10.66,CHEMBL5731104
CHEMBL5953956,CC[C@H](Oc1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)cc1)n3CCCCO2)C(N)=O,10.68,CHEMBL5731104
CHEMBL1236962,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,10.7,CHEMBL5347393
